timestamp,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],routing,latency_ms
1772199998.874304,299.2,308.8,1605,31.1,181,cloud_offload,111
1772199998.8850353,299.2,308.8,1405,51.4,183,cloud_offload,155
1772199998.9928286,299.3,308.7,1579,36.3,211,cloud_offload,73
1772199999.0037148,299.3,308.7,1484,40.5,213,cloud_offload,104
1772199999.0256407,299.3,308.6,1384,53.6,218,cloud_offload,92
1772199999.0367272,299.2,308.5,1378,50.4,220,cloud_offload,154
1772199999.0474575,299.2,308.5,1445,45.2,222,cloud_offload,149
1772199999.058223,299.2,308.4,1445,43.5,224,cloud_offload,117
1772199999.0794187,299.2,308.4,1434,46.8,2,cloud_offload,121
1772199999.0904036,299.2,308.4,1877,23.9,4,cloud_offload,150
1772199999.1119957,299.2,308.2,1466,41.3,8,cloud_offload,161
1772199999.1581297,299.1,308.3,1305,61.4,17,cloud_offload,62
1772199999.21189,299.2,308.4,1436,41.8,28,cloud_offload,178
1772199999.2657998,299.2,308.4,1841,22.8,40,cloud_offload,139
1772199999.2870233,299.3,308.5,1305,60.6,44,cloud_offload,157
1772199999.2979434,299.3,308.6,1498,39.5,47,cloud_offload,56
1772199999.3516295,299.2,308.6,1631,35.4,64,cloud_offload,173
1772199999.3950207,299.4,308.5,1845,22.9,76,cloud_offload,110
1772199999.4059608,299.3,308.5,1485,44.7,78,cloud_offload,55
1772199999.4167712,299.3,308.5,1496,39.4,80,cloud_offload,147
1772199999.5034204,299.2,308.4,1476,32.7,101,cloud_offload,103
1772199999.524857,299.2,308.3,1582,45.5,107,cloud_offload,69
1772199999.6117778,299.1,308.3,1524,34.1,128,cloud_offload,65
1772199999.6224425,299.1,308.4,1543,37.9,130,cloud_offload,57
1772199999.644052,299.2,308.5,1526,37.3,135,cloud_offload,177
1772199999.654663,299.2,308.5,1867,27.0,138,cloud_offload,51
1772199999.687266,299.2,308.5,1340,50.0,144,cloud_offload,185
1772199999.7085264,299.2,308.5,1488,40.3,148,cloud_offload,155
1772199999.783941,299.2,308.6,1367,47.6,168,cloud_offload,83
1772199999.794691,299.2,308.7,1325,51.0,171,cloud_offload,102
1772199999.912805,299.0,308.5,1886,23.0,198,cloud_offload,142
1772199999.934135,299.1,308.5,1587,35.6,2,cloud_offload,86
1772199999.9662423,298.9,308.3,1660,34.4,9,cloud_offload,131
1772199999.9771457,298.9,308.2,1328,49.2,11,cloud_offload,165
1772200000.0308802,298.9,308.2,1828,23.8,26,cloud_offload,83
1772200000.0521712,298.9,308.2,1372,63.6,30,cloud_offload,185
1772200000.0628142,298.9,308.3,1855,23.8,33,cloud_offload,77
1772200000.159822,299.0,308.2,1662,30.4,55,cloud_offload,83
1772200000.170826,299.1,308.3,1426,40.1,60,cloud_offload,125
1772200000.2348914,299.1,308.5,1647,35.0,74,cloud_offload,138
1772200000.2565238,299.2,308.7,1375,55.1,78,cloud_offload,89
1772200000.2997367,299.3,308.8,1772,25.2,89,cloud_offload,188
1772200000.3424733,299.0,308.6,1648,30.8,98,cloud_offload,170
1772200000.493946,298.9,308.6,1574,33.5,128,cloud_offload,189
1772200000.504629,298.9,308.6,1524,40.4,131,cloud_offload,90
1772200000.686958,298.8,308.6,1593,35.5,175,cloud_offload,147
1772200000.7409103,299.1,308.8,1566,46.6,192,cloud_offload,119
1772200000.7515888,299.1,308.9,1445,43.4,197,cloud_offload,105
1772200000.7624488,299.0,308.8,1382,58.5,199,cloud_offload,135
1772200000.946387,299.0,308.9,1511,35.9,16,cloud_offload,170
1772200000.9789464,298.9,308.8,1530,38.3,23,cloud_offload,64
1772200001.0222905,298.8,308.5,1736,29.0,31,cloud_offload,165
1772200001.0758357,298.8,308.6,1584,34.4,42,cloud_offload,56
1772200001.0976615,298.8,308.7,1635,35.2,47,cloud_offload,74
1772200001.11909,298.8,308.6,1598,35.1,52,cloud_offload,67
1772200001.1726782,298.9,308.7,1438,51.7,64,cloud_offload,121
1772200001.204738,298.8,308.7,1490,33.6,71,cloud_offload,70
1772200001.2154226,298.9,308.7,1729,26.6,73,cloud_offload,181
1772200001.2479756,298.9,308.7,1353,48.1,79,cloud_offload,178
1772200001.2588356,299.1,308.8,1429,50.1,84,cloud_offload,197
1772200001.2695894,299.1,308.8,1413,42.1,86,cloud_offload,134
1772200001.312536,299.3,309.0,1786,23.5,100,cloud_offload,129
1772200001.3234746,299.2,309.0,1951,21.4,102,cloud_offload,192
1772200001.3446405,299.2,309.1,1605,34.3,107,cloud_offload,128
1772200001.5067039,299.4,309.2,1607,31.7,145,cloud_offload,176
1772200001.528496,299.3,309.1,1496,37.2,149,cloud_offload,79
1772200001.5392542,299.3,309.1,1493,38.0,151,cloud_offload,87
1772200001.5718706,299.4,309.1,1766,24.6,158,cloud_offload,55
1772200001.6156404,299.5,309.2,1497,40.9,169,cloud_offload,99
1772200001.6804144,299.5,309.4,1563,41.5,183,cloud_offload,132
1772200001.7231448,299.2,309.1,1345,60.7,191,cloud_offload,187
1772200001.744405,299.2,308.9,1342,50.8,195,cloud_offload,64
1772200001.7551885,299.1,308.8,1502,46.7,197,cloud_offload,146
1772200001.8310268,298.9,308.6,1522,46.4,2,cloud_offload,132
1772200001.8630295,298.8,308.5,1446,37.0,11,cloud_offload,151
1772200001.8846939,299.0,308.7,1426,38.6,16,cloud_offload,67
1772200001.982258,299.4,309.2,1552,37.4,37,cloud_offload,65
1772200001.9931858,299.4,309.3,1534,37.5,39,cloud_offload,181
1772200002.079292,299.3,309.1,1634,36.8,62,cloud_offload,91
1772200002.0899236,299.3,309.0,1516,38.7,64,cloud_offload,130
1772200002.132431,299.4,309.2,1569,40.8,73,cloud_offload,197
1772200002.153697,299.5,309.3,1506,41.5,77,cloud_offload,120
1772200002.1752558,299.6,309.4,1283,62.1,83,cloud_offload,101
1772200002.1965854,299.7,309.4,1399,39.9,91,cloud_offload,128
1772200002.3039093,299.9,309.6,1462,51.0,119,cloud_offload,85
1772200002.3253703,299.9,309.6,1294,49.7,126,cloud_offload,72
1772200002.3901424,299.8,309.4,1401,48.1,143,cloud_offload,88
1772200002.4009535,299.8,309.4,1510,42.5,146,cloud_offload,83
1772200002.455056,299.9,309.5,1582,38.2,160,cloud_offload,137
1772200002.5210283,299.8,309.4,1751,27.0,173,cloud_offload,58
1772200002.585706,299.9,309.4,1509,42.8,190,cloud_offload,143
1772200002.5963664,299.9,309.4,1483,38.1,193,cloud_offload,103
1772200002.6287446,299.8,309.4,2256,15.9,201,cloud_offload,122
1772200002.6623104,299.8,309.3,1640,31.1,211,cloud_offload,81
1772200002.694352,299.7,309.3,1399,41.9,221,cloud_offload,165
1772200002.7377634,299.7,309.3,1574,35.8,6,cloud_offload,79
1772200002.77013,299.8,309.6,1447,43.1,12,cloud_offload,124
1772200002.7809572,299.8,309.5,1476,44.4,14,cloud_offload,129
1772200002.7917879,299.8,309.5,1641,27.1,16,cloud_offload,57
1772200002.8560414,299.8,309.4,1633,27.5,29,cloud_offload,184
1772200002.8666828,299.9,309.4,1348,52.8,31,cloud_offload,66
1772200002.8881943,300.0,309.5,1641,30.1,35,cloud_offload,176
1772200002.8988032,300.0,309.5,1728,26.0,37,cloud_offload,150
1772200002.9200034,300.1,309.7,1641,30.4,41,cloud_offload,147
1772200002.941252,300.1,309.6,1625,38.0,46,cloud_offload,177
1772200002.9953952,299.9,309.4,1363,60.9,57,cloud_offload,138
1772200003.0278623,299.8,309.2,1760,25.9,63,cloud_offload,50
1772200003.038818,299.8,309.2,1372,58.2,65,cloud_offload,132
1772200003.1356015,299.7,309.2,1302,55.5,87,cloud_offload,144
1772200003.1999526,299.5,309.1,1357,47.3,106,cloud_offload,107
1772200003.2215724,299.6,309.2,1559,39.1,110,cloud_offload,58
1772200003.2540467,299.7,309.4,1362,51.9,117,cloud_offload,65
1772200003.2751768,299.8,309.4,1555,34.8,122,cloud_offload,53
1772200003.2965367,299.7,309.3,1434,38.5,127,cloud_offload,99
1772200003.3075416,299.7,309.3,1779,25.5,129,cloud_offload,188
1772200003.3291361,299.6,309.2,1425,45.9,133,cloud_offload,175
1772200003.3930848,299.7,309.1,1576,36.4,149,cloud_offload,198
1772200003.4463413,299.6,309.0,1378,51.9,162,cloud_offload,155
1772200003.5111647,299.7,309.2,1616,31.6,175,cloud_offload,112
1772200003.5541363,299.7,309.1,1417,50.1,187,cloud_offload,104
1772200003.6508555,299.8,309.2,1400,42.6,210,cloud_offload,113
1772200003.715505,299.9,309.4,1889,26.0,6,cloud_offload,175
1772200003.7477653,300.0,309.6,1477,38.1,13,cloud_offload,198
1772200003.758661,300.0,309.6,1364,45.9,16,cloud_offload,62
1772200003.7695978,299.9,309.5,1451,39.4,18,cloud_offload,189
1772200003.7911642,299.9,309.4,1858,22.5,22,cloud_offload,95
1772200003.8454278,300.0,309.4,1308,50.2,32,cloud_offload,185
1772200003.8669517,300.2,309.6,1556,35.8,36,cloud_offload,122
1772200003.8885927,300.2,309.6,1491,41.8,41,cloud_offload,122
1772200003.8992515,300.2,309.6,1528,35.1,44,cloud_offload,156
1772200003.910007,300.2,309.6,1430,52.7,47,cloud_offload,133
1772200003.9314568,300.2,309.5,1630,28.3,51,cloud_offload,59
1772200003.996279,300.4,309.7,1584,32.6,71,cloud_offload,73
1772200004.006905,300.3,309.6,1597,31.8,73,cloud_offload,148
1772200004.0287433,300.3,309.5,1405,49.4,77,cloud_offload,61
1772200004.0505815,300.3,309.6,1398,53.7,82,cloud_offload,88
1772200004.0611358,300.3,309.6,1568,39.6,85,cloud_offload,175
1772200004.0831044,300.2,309.5,1500,45.7,89,cloud_offload,164
1772200004.0940597,300.2,309.5,1642,28.8,92,cloud_offload,122
1772200004.1153653,300.2,309.5,1343,50.2,98,cloud_offload,130
1772200004.1471865,300.0,309.3,1364,41.2,104,cloud_offload,112
1772200004.1577137,299.9,309.3,1452,41.9,106,cloud_offload,116
1772200004.1796212,299.9,309.2,1598,34.6,111,cloud_offload,123
1772200004.2013717,299.9,309.2,1761,25.6,115,cloud_offload,54
1772200004.233144,300.0,309.3,1395,56.5,122,cloud_offload,185
1772200004.2549882,300.1,309.4,1434,47.3,127,cloud_offload,158
1772200004.3084452,300.3,309.6,1419,42.5,137,cloud_offload,50
1772200004.3191879,300.3,309.6,1593,38.1,140,cloud_offload,52
1772200004.3404143,300.3,309.5,1448,42.4,145,cloud_offload,76
1772200004.3836067,300.4,309.4,1875,23.9,155,cloud_offload,83
1772200004.438047,300.3,309.2,1807,26.4,169,cloud_offload,59
1772200004.4487133,300.3,309.1,1368,46.0,171,cloud_offload,150
1772200004.491757,300.3,309.3,1478,39.5,180,cloud_offload,121
1772200004.5022378,300.4,309.4,1362,42.1,182,cloud_offload,69
1772200004.512774,300.4,309.4,1487,38.9,185,cloud_offload,175
1772200004.5879102,300.4,309.3,1525,39.6,202,cloud_offload,120
1772200004.5986035,300.3,309.3,1391,57.9,204,cloud_offload,144
1772200004.6093986,300.4,309.3,1766,28.2,207,cloud_offload,165
1772200004.6201544,300.4,309.3,1671,35.0,209,cloud_offload,119
1772200004.652149,300.5,309.3,1539,39.1,216,cloud_offload,82
1772200004.7060328,300.5,309.3,1417,51.5,231,cloud_offload,162
1772200004.7276168,300.6,309.4,1463,49.2,235,cloud_offload,170
1772200004.8462596,300.7,309.6,1536,37.2,19,cloud_offload,126
1772200004.9115362,300.5,309.4,1655,32.1,37,cloud_offload,172
1772200004.9328156,300.6,309.4,1367,63.2,45,cloud_offload,143
1772200004.943552,300.7,309.5,1541,37.2,48,cloud_offload,192
1772200005.029888,300.6,309.6,1365,50.0,70,cloud_offload,104
1772200005.0405989,300.7,309.7,1523,38.2,73,cloud_offload,103
1772200005.0622885,300.6,309.6,1682,30.7,78,cloud_offload,185
1772200005.148573,300.6,309.4,1410,40.6,99,cloud_offload,143
1772200005.1812303,300.6,309.4,1541,35.2,105,cloud_offload,57
1772200005.19208,300.7,309.5,1733,26.7,108,cloud_offload,196
1772200005.2253475,300.6,309.3,1409,38.7,115,cloud_offload,130
1772200005.2363403,300.6,309.4,1581,35.7,117,cloud_offload,91
1772200005.2474825,300.7,309.5,1251,59.9,120,cloud_offload,140
1772200005.2909644,300.7,309.6,1661,30.3,129,cloud_offload,172
1772200005.3235254,300.5,309.5,1255,62.1,138,cloud_offload,136
1772200005.3557491,300.6,309.5,1492,34.0,144,cloud_offload,176
1772200005.4095929,300.7,309.7,1397,51.3,155,cloud_offload,85
1772200005.4310873,300.7,309.6,1388,51.1,160,cloud_offload,123
1772200005.441747,300.7,309.7,1507,52.4,163,cloud_offload,150
1772200005.4849036,300.7,309.6,1403,51.3,174,cloud_offload,74
1772200005.5172305,300.8,309.7,1751,27.9,183,cloud_offload,114
1772200005.5280814,300.8,309.6,1546,42.3,186,cloud_offload,72
1772200005.539004,300.8,309.7,1680,28.2,189,cloud_offload,58
1772200005.6150384,300.7,309.5,1461,49.9,0,cloud_offload,68
1772200005.6365669,300.7,309.6,1505,34.9,7,cloud_offload,165
1772200005.7331684,300.7,309.5,1578,35.4,34,cloud_offload,104
1772200005.7436707,300.6,309.4,1691,28.0,36,cloud_offload,105
1772200005.8301616,300.7,309.5,1508,39.9,59,cloud_offload,190
1772200005.851917,300.7,309.5,1692,30.3,64,cloud_offload,184
1772200005.873054,300.6,309.3,1601,40.2,69,cloud_offload,182
1772200005.8945074,300.6,309.4,1312,45.2,73,cloud_offload,61
1772200005.9265804,300.7,309.5,1393,43.9,81,cloud_offload,83
1772200005.958921,300.6,309.4,1521,37.2,90,cloud_offload,156
1772200005.9697232,300.5,309.4,1360,46.2,93,cloud_offload,91
1772200005.9804096,300.5,309.3,1881,25.5,98,cloud_offload,70
1772200005.9914722,300.4,309.3,1413,50.3,101,cloud_offload,152
1772200006.0025053,300.5,309.4,1642,36.2,103,cloud_offload,62
1772200006.0882258,300.6,309.8,1455,48.0,125,cloud_offload,150
1772200006.1204553,300.6,309.8,1502,42.4,133,cloud_offload,92
1772200006.1847541,300.5,309.8,1550,37.4,148,cloud_offload,118
1772200006.2061017,300.5,309.8,1345,62.7,153,cloud_offload,154
1772200006.2274919,300.5,309.7,1395,61.0,157,cloud_offload,127
1772200006.238197,300.5,309.8,1324,72.8,159,cloud_offload,157
1772200006.249186,300.5,309.8,1445,43.9,164,cloud_offload,160
1772200006.2601635,300.5,309.8,1555,38.9,166,cloud_offload,90
1772200006.3032932,300.4,309.7,1488,35.7,177,cloud_offload,52
1772200006.3138251,300.4,309.7,1314,50.2,179,cloud_offload,182
1772200006.3246708,300.4,309.7,1547,38.0,181,cloud_offload,187
1772200006.3356097,300.4,309.7,1466,39.8,184,cloud_offload,63
1772200006.3573325,300.2,309.5,1434,51.5,189,cloud_offload,75
1772200006.3681128,300.4,309.6,1432,44.7,192,cloud_offload,127
1772200006.4541264,300.4,309.6,1543,38.1,209,cloud_offload,157
1772200006.4967752,300.5,309.6,1465,41.6,217,cloud_offload,98
1772200006.5177908,300.4,309.5,1888,21.9,221,cloud_offload,56
1772200006.550164,300.4,309.5,1525,51.3,4,cloud_offload,57
1772200006.7435682,300.2,309.4,1558,38.3,51,cloud_offload,195
1772200006.786165,300.2,309.3,1366,49.3,59,cloud_offload,128
1772200006.9149516,300.0,309.1,1431,45.4,90,cloud_offload,80
1772200006.9467618,300.1,309.2,1457,44.3,98,cloud_offload,56
1772200006.9681623,300.0,309.0,1622,31.8,103,cloud_offload,131
1772200006.9787402,300.0,309.1,1791,28.2,108,cloud_offload,198
1772200007.0543714,300.0,309.2,1444,43.6,123,cloud_offload,133
1772200007.086696,300.1,309.3,1340,56.0,130,cloud_offload,91
1772200007.1080902,300.0,309.3,1932,21.8,135,cloud_offload,93
1772200007.129232,300.1,309.3,1712,28.5,141,cloud_offload,142
1772200007.1727057,300.0,309.1,1474,45.2,152,cloud_offload,181
1772200007.2262313,300.0,309.3,2293,16.3,170,cloud_offload,169
1772200007.3130379,299.8,309.1,1578,42.1,191,cloud_offload,65
1772200007.346355,299.8,309.1,1668,30.3,200,cloud_offload,57
1772200007.399689,299.8,309.2,1504,38.7,212,cloud_offload,70
1772200007.453817,299.9,309.1,1345,56.8,10,cloud_offload,53
1772200007.4968326,300.1,309.3,1469,43.9,20,cloud_offload,158
1772200007.518573,300.1,309.4,1858,23.6,26,cloud_offload,197
1772200007.5507576,300.0,309.3,1473,46.0,35,cloud_offload,146
1772200007.561424,300.0,309.4,1498,38.5,37,cloud_offload,158
1772200007.6039762,300.0,309.5,1717,28.3,48,cloud_offload,55
1772200007.6253922,300.1,309.6,1642,34.5,53,cloud_offload,178
1772200007.6358705,300.1,309.6,1760,25.4,55,cloud_offload,58
1772200007.6575215,300.1,309.5,1557,40.6,59,cloud_offload,164
1772200007.679282,300.2,309.6,1359,51.5,66,cloud_offload,64
1772200007.7008219,300.4,309.9,1435,54.8,70,cloud_offload,137
1772200007.75466,300.5,310.0,1521,45.1,86,cloud_offload,185
1772200007.765768,300.6,310.0,1658,34.7,88,cloud_offload,169
1772200007.797666,300.5,310.0,1415,43.5,98,cloud_offload,178
1772200007.8189633,300.4,309.7,1440,42.8,104,cloud_offload,81
1772200007.8295982,300.4,309.8,1448,39.7,107,cloud_offload,181
1772200007.8837957,300.5,309.9,1483,49.3,124,cloud_offload,111
1772200007.9056134,300.5,309.8,1367,54.0,129,cloud_offload,72
1772200007.9164474,300.4,309.7,1467,36.9,131,cloud_offload,186
1772200007.9595215,300.4,309.7,1367,51.2,143,cloud_offload,179
1772200008.0136812,300.4,309.6,1536,34.5,154,cloud_offload,182
1772200008.0673492,300.4,309.7,1685,32.3,167,cloud_offload,169
1772200008.1542668,300.2,309.4,1329,53.6,186,cloud_offload,136
1772200008.165339,300.1,309.3,1570,36.8,189,cloud_offload,84
1772200008.1868892,300.2,309.4,1527,37.0,194,cloud_offload,197
1772200008.2189443,300.1,309.3,1654,31.0,201,cloud_offload,161
1772200008.229437,300.1,309.3,1685,27.1,203,cloud_offload,67
1772200008.2513447,300.2,309.4,1752,27.8,208,cloud_offload,189
1772200008.2619166,300.1,309.2,1438,51.0,211,cloud_offload,195
1772200008.2724824,300.1,309.1,1551,33.7,214,cloud_offload,118
1772200008.3155656,300.0,309.1,1401,44.5,0,cloud_offload,147
1772200008.3477592,300.0,309.1,1489,40.3,7,cloud_offload,197
1772200008.4240034,300.1,309.1,1533,38.0,26,cloud_offload,106
1772200008.4561741,300.1,309.0,1612,33.0,34,cloud_offload,86
1772200008.487991,300.3,309.2,1587,31.4,43,cloud_offload,176
1772200008.5203946,300.3,309.2,1649,32.4,50,cloud_offload,116
1772200008.5310857,300.4,309.2,1752,29.0,52,cloud_offload,87
1772200008.5959697,300.6,309.6,1503,38.4,68,cloud_offload,90
1772200008.606917,300.7,309.6,1525,36.5,71,cloud_offload,126
1772200008.6177213,300.6,309.6,1423,49.1,74,cloud_offload,110
1772200008.6286361,300.7,309.7,1435,44.7,76,cloud_offload,147
1772200008.6717331,300.5,309.3,1465,46.0,89,cloud_offload,117
1772200008.6929667,300.5,309.3,1475,46.8,94,cloud_offload,95
1772200008.735904,300.7,309.3,1580,38.3,102,cloud_offload,107
1772200008.767904,300.8,309.4,1946,20.5,111,cloud_offload,57
1772200008.778555,300.8,309.4,1342,62.4,113,cloud_offload,59
1772200008.7999053,300.9,309.4,1724,25.6,119,cloud_offload,140
1772200008.810601,301.0,309.5,1430,48.5,122,cloud_offload,143
1772200008.821279,300.9,309.5,1612,35.2,124,cloud_offload,69
1772200008.8431618,300.9,309.6,1384,42.4,131,cloud_offload,119
1772200008.9072013,301.0,309.7,1511,39.3,146,cloud_offload,75
1772200008.9923792,301.1,309.8,1519,39.6,167,cloud_offload,138
1772200009.0029726,301.2,309.9,1984,19.7,169,cloud_offload,110
1772200009.013892,301.2,309.9,1643,32.9,171,cloud_offload,59
1772200009.0689998,301.3,310.0,1344,54.8,186,cloud_offload,59
1772200009.1552143,301.4,310.0,1689,32.1,207,cloud_offload,104
1772200009.1881962,301.3,310.0,1665,31.4,0,cloud_offload,194
1772200009.1991072,301.3,310.0,1532,36.3,2,cloud_offload,65
1772200009.2312145,301.3,310.0,1506,40.8,11,cloud_offload,138
1772200009.242086,301.2,309.9,1382,52.4,13,cloud_offload,124
1772200009.2638674,301.2,310.0,1445,45.6,18,cloud_offload,67
1772200009.2854743,301.2,309.9,1449,45.5,23,cloud_offload,128
1772200009.2960951,301.2,309.9,1362,50.7,25,cloud_offload,70
1772200009.3070128,301.2,309.9,1687,29.7,30,cloud_offload,57
1772200009.3288836,301.2,310.1,1558,32.6,34,cloud_offload,57
1772200009.4365308,301.2,310.3,1548,38.6,59,cloud_offload,160
1772200009.4804282,301.3,310.5,1365,47.7,70,cloud_offload,93
1772200009.5446317,301.4,310.5,1563,39.9,83,cloud_offload,125
1772200009.55526,301.4,310.4,1433,43.4,86,cloud_offload,130
1772200009.6197937,301.4,310.5,1489,43.5,98,cloud_offload,78
1772200009.662632,301.4,310.4,1436,49.7,108,cloud_offload,196
1772200009.737917,301.5,310.6,1587,33.7,122,cloud_offload,59
1772200009.7594216,301.5,310.6,2432,14.2,126,cloud_offload,126
1772200009.8027937,301.7,310.8,1559,44.5,135,cloud_offload,173
1772200009.8136451,301.7,310.8,1671,31.6,137,cloud_offload,56
1772200009.8572493,301.6,310.8,1535,35.4,148,cloud_offload,77
1772200009.878933,301.6,310.9,1510,40.9,152,cloud_offload,72
1772200009.8894894,301.6,310.9,1492,45.2,155,cloud_offload,135
1772200009.9002626,301.5,310.8,1452,44.1,157,cloud_offload,128
1772200009.9112484,301.4,310.7,1329,52.0,160,cloud_offload,135
1772200009.9222364,301.5,310.8,1382,52.4,165,cloud_offload,116
1772200010.0189815,301.4,310.8,1680,31.4,185,cloud_offload,149
1772200010.0295758,301.4,310.8,1610,34.6,187,cloud_offload,101
1772200010.0402384,301.6,310.9,1632,31.6,189,cloud_offload,190
1772200010.061863,301.5,310.8,1367,49.0,193,cloud_offload,173
1772200010.0831535,301.6,310.7,1414,51.7,197,cloud_offload,110
1772200010.1046693,301.5,310.6,1525,41.9,204,cloud_offload,79
1772200010.115364,301.5,310.6,1394,46.5,206,cloud_offload,110
1772200010.1480887,301.4,310.6,1555,43.3,212,cloud_offload,183
1772200010.2124562,301.5,310.9,2760,8.0,15,cloud_offload,68
1772200010.223331,301.4,310.7,1584,32.2,17,cloud_offload,140
1772200010.2562244,301.4,310.7,1568,35.2,23,cloud_offload,143
1772200010.266807,301.4,310.7,1376,50.6,25,cloud_offload,88
1772200010.2776773,301.4,310.6,1459,46.9,27,cloud_offload,114
1772200010.3099287,301.5,310.7,1568,33.1,38,cloud_offload,129
1772200010.3638942,301.4,310.6,1674,33.6,49,cloud_offload,139
1772200010.3965461,301.5,310.8,1474,38.7,58,cloud_offload,127
1772200010.407299,301.6,310.8,1290,65.3,63,cloud_offload,76
1772200010.4618554,301.5,310.7,1408,47.3,79,cloud_offload,131
1772200010.5052385,301.4,310.6,1459,35.0,87,cloud_offload,100
1772200010.537664,301.4,310.7,1605,34.2,94,cloud_offload,61
1772200010.5486424,301.4,310.7,1536,44.4,96,cloud_offload,183
1772200010.5702376,301.4,310.6,1347,53.3,104,cloud_offload,88
1772200010.624051,301.2,310.4,1381,49.8,115,cloud_offload,95
1772200010.667337,301.3,310.3,1419,55.7,125,cloud_offload,102
1772200010.6886415,301.3,310.3,1560,36.3,129,cloud_offload,83
1772200010.7741034,301.5,310.5,1612,29.8,148,cloud_offload,69
1772200010.8923666,301.6,310.7,2012,20.7,178,cloud_offload,153
1772200010.9136457,301.5,310.5,1412,44.1,184,cloud_offload,136
1772200010.9350562,301.5,310.5,1466,48.1,189,cloud_offload,172
1772200010.9672408,301.4,310.3,1492,41.4,195,cloud_offload,137
1772200010.9885106,301.4,310.4,1559,39.4,199,cloud_offload,141
1772200011.0098305,301.5,310.5,1535,39.0,204,cloud_offload,89
1772200011.0314586,301.6,310.6,1599,36.1,208,cloud_offload,50
1772200011.0638938,301.6,310.6,1478,36.6,218,cloud_offload,51
1772200011.1089697,301.6,310.5,1602,32.3,2,cloud_offload,57
1772200011.1200953,301.5,310.4,1425,54.4,7,cloud_offload,94
1772200011.1847284,301.5,310.4,1270,54.2,26,cloud_offload,194
1772200011.2064896,301.6,310.4,1330,49.5,30,cloud_offload,182
1772200011.249471,301.8,310.7,1383,45.7,44,cloud_offload,121
1772200011.281803,301.8,310.7,2092,18.6,51,cloud_offload,189
1772200011.3245785,301.8,310.7,1523,43.3,60,cloud_offload,132
1772200011.400033,301.8,310.8,1619,31.0,76,cloud_offload,163
1772200011.4107606,301.9,310.8,1400,58.2,79,cloud_offload,67
1772200011.432303,301.9,310.8,1540,37.6,83,cloud_offload,124
1772200011.453709,301.9,310.8,1519,39.0,90,cloud_offload,85
1772200011.4856997,301.8,310.8,1508,38.8,96,cloud_offload,81
1772200011.5392387,301.9,311.0,1336,63.6,111,cloud_offload,107
1772200011.5605206,301.9,311.0,1356,45.7,119,cloud_offload,116
1772200011.582321,301.9,310.9,1309,48.0,124,cloud_offload,98
1772200011.6039786,301.9,311.0,1289,54.9,128,cloud_offload,180
1772200011.6687496,301.7,310.8,1524,41.3,147,cloud_offload,89
1772200011.679366,301.6,310.8,1726,26.7,150,cloud_offload,132
1772200011.7113748,301.7,310.9,1608,33.0,160,cloud_offload,134
1772200011.7221577,301.8,311.0,1771,27.2,162,cloud_offload,51
1772200011.7539358,301.8,311.0,1393,49.5,168,cloud_offload,134
1772200011.7754507,301.9,311.0,1430,49.8,174,cloud_offload,178
1772200011.8077548,302.0,311.0,1550,35.2,184,cloud_offload,54
1772200011.82905,301.9,310.9,1569,32.5,188,cloud_offload,88
1772200011.8506088,301.9,311.0,1541,38.9,193,cloud_offload,132
1772200011.9366913,301.9,310.9,1567,39.0,214,cloud_offload,181
1772200011.9477334,301.9,310.9,1441,43.7,0,cloud_offload,107
1772200011.9584513,301.9,310.9,1641,33.2,3,cloud_offload,121
1772200011.9689746,301.9,310.9,1486,40.3,6,cloud_offload,79
1772200012.001384,301.9,311.0,1672,29.9,13,cloud_offload,89
1772200012.0229144,302.0,311.0,1980,21.5,20,cloud_offload,140
1772200012.044847,302.0,311.0,1686,32.5,25,cloud_offload,149
1772200012.0906105,301.8,310.9,1449,36.5,33,cloud_offload,51
1772200012.1234539,301.9,310.9,1317,51.9,40,cloud_offload,118
1772200012.1666484,301.9,311.0,1432,41.5,51,cloud_offload,180
1772200012.177448,301.9,310.9,1799,24.2,54,cloud_offload,98
1772200012.2316213,301.9,310.8,1735,31.5,66,cloud_offload,104
1772200012.2748623,301.8,310.7,1680,32.4,76,cloud_offload,119
1772200012.2856793,301.7,310.6,1486,38.5,78,cloud_offload,111
1772200012.3926172,301.7,310.6,1691,27.7,105,cloud_offload,61
1772200012.4141934,301.8,310.6,1452,48.4,110,cloud_offload,127
1772200012.4355333,301.7,310.5,1567,39.1,114,cloud_offload,170
1772200012.4465032,301.6,310.4,1599,41.7,116,cloud_offload,177
1772200012.5650914,301.8,310.5,1478,38.6,141,cloud_offload,128
1772200012.6188264,301.6,310.4,1369,45.4,156,cloud_offload,146
1772200012.6294556,301.6,310.4,1377,44.9,161,cloud_offload,191
1772200012.651011,301.6,310.4,1517,41.1,167,cloud_offload,126
1772200012.6616533,301.7,310.5,1354,50.0,169,cloud_offload,72
1772200012.7711124,301.7,310.7,1318,55.0,194,cloud_offload,116
1772200012.8034468,301.7,310.9,1644,32.5,201,cloud_offload,164
1772200012.8359277,301.7,310.8,1622,37.8,0,cloud_offload,102
1772200012.9229102,301.9,311.2,1474,41.8,18,cloud_offload,117
1772200012.9873862,302.2,311.5,1360,53.0,36,cloud_offload,113
1772200012.9980237,302.2,311.5,1588,30.6,39,cloud_offload,157
